路径,长度,危险系数
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 赛格购物中心-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 大雁塔,15.269,23.318
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 赛格购物中心-> 陕西历史博物馆-> 陕西师范大学-> 大雁塔,13.793,23.132
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,10.695,21.524
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 赛格购物中心-> 大雁塔,10.683,16.656
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 陕西师范大学-> 赛格购物中心-> 大雁塔,17.742,23.914
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 陕西师范大学-> 大雁塔,16.550,21.350
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 赛格购物中心-> 大雁塔,16.086,23.318
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 大雁塔,14.894,20.754
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西师范大学-> 大雁塔,17.388,23.318
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,15.003,21.710
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 陕西历史博物馆-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,15.746,23.318
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 陕西历史博物馆-> 陕西师范大学-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,17.401,23.914
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 陕西历史博物馆-> 陕西师范大学-> 赛格购物中心-> 大雁塔,14.610,23.132
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 陕西历史博物馆-> 陕西师范大学-> 大雁塔,13.418,20.568
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 陕西历史博物馆-> 赛格购物中心-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 陕西师范大学-> 大雁塔,16.786,23.914
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 陕西历史博物馆-> 赛格购物中心-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 大雁塔,15.130,23.318
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 陕西历史博物馆-> 赛格购物中心-> 陕西师范大学-> 大雁塔,13.995,23.132
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,11.611,21.524
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 陕西历史博物馆-> 大雁塔,10.320,18.960
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 大雁塔,10.251,14.093
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 陕西师范大学-> 小寨村小区-> 赛格购物中心-> 大雁塔,16.963,23.914
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 陕西师范大学-> 小寨村小区-> 大雁塔,16.531,21.350
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 陕西师范大学-> 赛格购物中心-> 小寨村小区-> 大雁塔,17.003,23.914
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 陕西师范大学-> 赛格购物中心-> 大雁塔,16.914,23.381
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 陕西师范大学-> 大雁塔,15.722,20.817
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 小寨村小区-> 陕西师范大学-> 赛格购物中心-> 大雁塔,20.022,23.914
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 小寨村小区-> 陕西师范大学-> 大雁塔,18.830,21.350
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 小寨村小区-> 赛格购物中心-> 陕西师范大学-> 大雁塔,19.302,23.914
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 小寨村小区-> 赛格购物中心-> 大雁塔,16.918,22.306
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 小寨村小区-> 大雁塔,16.486,19.742
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 紫薇永和坊-> 小寨村小区-> 赛格购物中心-> 大雁塔,17.159,23.914
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 紫薇永和坊-> 小寨村小区-> 大雁塔,16.727,21.350
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 小寨村小区-> 赛格购物中心-> 大雁塔,15.307,23.318
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 小寨村小区-> 大雁塔,14.875,20.754
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 赛格购物中心-> 小寨村小区-> 大雁塔,15.348,23.318
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 赛格购物中心-> 大雁塔,15.258,22.785
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 大雁塔,14.066,20.221
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 紫薇永和坊-> 陕西师范大学-> 赛格购物中心-> 大雁塔,19.315,23.914
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 紫薇永和坊-> 陕西师范大学-> 大雁塔,18.123,21.350
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 陕西师范大学-> 赛格购物中心-> 大雁塔,17.463,23.318
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 陕西师范大学-> 大雁塔,16.271,20.754
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 赛格购物中心-> 陕西师范大学-> 大雁塔,16.744,23.318
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 赛格购物中心-> 大雁塔,14.359,21.710
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 大雁塔,13.928,19.146
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西师范大学-> 紫薇永和坊-> 小寨村小区-> 大雁塔,19.220,23.914
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西师范大学-> 小寨村小区-> 大雁塔,17.369,23.318
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西师范大学-> 大雁塔,16.559,22.785
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 小寨村小区-> 紫薇永和坊-> 陕西师范大学-> 大雁塔,18.460,23.914
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 小寨村小区-> 陕西师范大学-> 大雁塔,16.608,23.318
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 小寨村小区-> 大雁塔,14.265,21.710
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,14.175,21.177
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 小寨村小区-> 赛格购物中心-> 大雁塔,17.660,23.914
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 小寨村小区-> 大雁塔,17.229,21.350
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 赛格购物中心-> 大雁塔,15.101,23.318
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 大雁塔,14.670,20.754
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 小寨村小区-> 大雁塔,15.007,23.318
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,14.917,22.785
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 陕西师范大学-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 赛格购物中心-> 大雁塔,16.757,23.914
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 陕西师范大学-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 大雁塔,16.326,21.350
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 陕西师范大学-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 小寨村小区-> 大雁塔,16.662,23.914
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 陕西师范大学-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,16.573,23.381
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 陕西师范大学-> 紫薇永和坊-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,18.974,23.914
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 陕西师范大学-> 紫薇永和坊-> 小寨村小区-> 赛格购物中心-> 大雁塔,15.683,23.728
西安交通大学（曲江校区）-> 曲江立交交汇点-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西历史博物馆-> 陕西师范大学-> 紫薇永和坊-> 小寨村小区-> 大雁塔,15.251,21.164
